,property_title,price,area,room,bath,garage,address
744,"Apartamento com 3 Quartos à Venda, 74m²",R$ 640.000,74,3 Quartos,3 Banheiros,2 Vagas,"Rua Afonso de Freitas, 556 - Paraíso, São Paulo - SP"
745,"Apartamento com 4 Quartos à Venda, 167m²",R$ 2.500.000,167,4 Quartos,5 Banheiros,3 Vagas,"Rua Santa Elvira, 149 - Tatuapé, São Paulo - SP"
746,"Apartamento com 3 Quartos à Venda, 97m²",R$ 600.000,97,3 Quartos,2 Banheiros,2 Vagas,"Rua Copacabana, 491 - Santa Teresinha, São Paulo - SP"
747,"Apartamento com 2 Quartos à Venda, 82m²",R$ 870.000,82,2 Quartos,2 Banheiros,2 Vagas,"Avenida Susana, 93 - Vila Gumercindo, São Paulo - SP"
748,"Apartamento com 2 Quartos à Venda, 50m²",R$ 394.990,50,2 Quartos,1 Banheiro,1 Vaga,"Rua Doutor Afonso Vergueiro, 1101 - Vila Maria, São Paulo - SP"
749,"Apartamento com 2 Quartos à Venda, 68m²",R$ 654.900,68,2 Quartos,2 Banheiros,1 Vaga,"Rua Clemente Pereira, 665 - Ipiranga, São Paulo - SP"
750,"Apartamento com 3 Quartos à Venda, 115m²",R$ 1.850.000,115,3 Quartos,2 Banheiros,1 Vaga,"Rua Tabapuã, 222 - Itaim Bibi, São Paulo - SP"
751,"Apartamento com 2 Quartos à Venda, 45m²",R$ 217.000,45,2 Quartos,1 Banheiro,1 Vaga,"Rua Farid Miguel Haddad, 235 - Vila Santa Teresa, São Paulo - SP"
752,"Apartamento com 2 Quartos à Venda, 74m²",R$ 470.000,74,2 Quartos,2 Banheiros,1 Vaga,"Avenida Paula Ferreira, 89 - Freguesia do Ó, São Paulo - SP"
753,"Apartamento com 2 Quartos à Venda, 53m²",R$ 240.000,53,2 Quartos,1 Banheiro,1 Vaga,"Avenida Alexios Jafet, 1982 - Vila Aurora, São Paulo - SP"
754,"Apartamento com 2 Quartos à Venda, 68m²",R$ 275.000,68,2 Quartos,1 Banheiro,1 Vaga,"Avenida Patente, 193 - Jardim Patente, São Paulo - SP"
755,"Apartamento com 2 Quartos à Venda, 81m²",R$ 840.000,81,2 Quartos,2 Banheiros,1 Vaga,"Avenida Vinte e Três de Maio, 2952 - Vila Mariana, São Paulo - SP"
756,"Apartamento com 2 Quartos à Venda, 56m²",R$ 269.990,56,2 Quartos,1 Banheiro,1 Vaga,"Avenida Raimundo Pereira de Magalhães, 1720 - Jardim Íris, São Paulo - SP"
757,Just,R$ 650.000,60-71,2 Quartos,2 Banheiros,1-2 Vagas,"Avenida Brigadeiro Luís Antônio, 499 - Bela Vista, São Paulo - SP"
758,"Apartamento com 2 Quartos à Venda, 92m²",R$ 1.640.000,92,2 Quartos,3 Banheiros,2 Vagas,"Rua Pássaros e Flores - Brooklin, São Paulo - SP"
759,"Apartamento com 3 Quartos à Venda, 100m²",R$ 900.000,100,3 Quartos,4 Banheiros,2 Vagas,"Rua José de Cristo Moreira, 390 - Morumbi, São Paulo - SP"
760,"Apartamento com 3 Quartos à Venda, 127m²",R$ 725.000,127,3 Quartos,4 Banheiros,3 Vagas,"Rua Tiquatira, 497 - Bosque da Saúde, São Paulo - SP"
761,"Apartamento com Quarto à Venda, 29m²",R$ 408.000,29,1 Quarto,1 Banheiro,-- Vaga,"Avenida Miruna, 51 - Moema, São Paulo - SP"
762,"Apartamento com 3 Quartos à Venda, 300m²",R$ 5.290.000,300,3 Quartos,5 Banheiros,2 Vagas,"Rua Padre João Manuel, 328 - Jardins, São Paulo - SP"
763,"Apartamento com 2 Quartos à Venda, 54m²",R$ 550.000,54,2 Quartos,2 Banheiros,1 Vaga,"Rua Domingos Rodrigues, 509 - Lapa, São Paulo - SP"
764,BELLA VISTA PAULICEIA,R$ 485.000,48,2 Quartos,1 Banheiro,-- Vaga,"Rua Francisca Miquelina, 277 - Bela Vista, São Paulo - SP"
765,"Apartamento com 3 Quartos à Venda, 87m²",R$ 810.000,87,3 Quartos,2 Banheiros,2 Vagas,"Rua das Flechas, 649 - Vila Santa Catarina, São Paulo - SP"
766,"Apartamento com 2 Quartos à Venda, 77m²",R$ 1.200.000,77,2 Quartos,2 Banheiros,2 Vagas,"Rua Topázio, 701 - Vila Mariana, São Paulo - SP"
767,"Apartamento com 2 Quartos à Venda, 46m²",R$ 450.000,46,2 Quartos,1 Banheiro,1 Vaga,"Rua Alfredo Pujol, 451 - Santana, São Paulo - SP"
768,"Apartamento com 2 Quartos à Venda, 70m²",R$ 670.000,70,2 Quartos,2 Banheiros,2 Vagas,"Rua Ribeiro do Amaral, 565 - Ipiranga, São Paulo - SP"
769,"Apartamento com 3 Quartos à Venda, 124m²",R$ 1.580.000,124,3 Quartos,4 Banheiros,3 Vagas,"Rua Natingui, 165 - Vila Madalena, São Paulo - SP"
770,"Apartamento com 3 Quartos à Venda, 170m²",R$ 1.170.000,170,3 Quartos,3 Banheiros,3 Vagas,"Rua João Antônio de Oliveira, 544 - Móoca, São Paulo - SP"
771,Bella Vista Pauliceia,R$ 403.000,39-107,1-2 Quartos,1 Banheiro,1 Vaga,"Rua Francisca Miquelina, 277 - Bela Vista, São Paulo - SP"
772,"Apartamento com 2 Quartos à Venda, 50m²",R$ 450.000,50,2 Quartos,1 Banheiro,1 Vaga,"Rua Muniz de Sousa, 644 - Aclimação, São Paulo - SP"
773,"Apartamento com 2 Quartos à Venda, 64m²",R$ 470.000,64,2 Quartos,2 Banheiros,1 Vaga,"Rua Dona Ana Neri - Cambuci, São Paulo - SP"
774,"Apartamento com 2 Quartos à Venda, 45m²",R$ 248.000,45,2 Quartos,1 Banheiro,1 Vaga,"Rua Antônio Ambuba, 70 - Parque Munhoz, São Paulo - SP"
775,"Apartamento com Quarto à Venda, 51m²",R$ 400.000,51,1 Quarto,1 Banheiro,-- Vaga,"Avenida Angélica, 177 - Santa Cecília, São Paulo - SP"
776,"Apartamento com 4 Quartos à Venda, 160m²",R$ 1.850.000,160,4 Quartos,5 Banheiros,3 Vagas,"Rua França Pinto, 537 - Vila Mariana, São Paulo - SP"
777,"Apartamento com 2 Quartos à Venda, 54m²",R$ 450.000,54,2 Quartos,2 Banheiros,1 Vaga,"Rua do Parque, 70 - Vila Dom Pedro I, São Paulo - SP"
778,"Apartamento com 3 Quartos à Venda, 107m²",R$ 1.250.000,107,3 Quartos,4 Banheiros,3 Vagas,"Rua Sebastião Paes - Campo Belo, São Paulo - SP"
779,"Apartamento com 2 Quartos à Venda, 95m²",R$ 1.000.000,95,2 Quartos,2 Banheiros,1 Vaga,"Rua Tutóia, 342 - Vila Mariana, São Paulo - SP"
780,"Apartamento com 3 Quartos à Venda, 74m²",R$ 640.000,74,3 Quartos,3 Banheiros,2 Vagas,"Rua Afonso de Freitas, 556 - Paraíso, São Paulo - SP"
781,"Apartamento com 4 Quartos à Venda, 167m²",R$ 2.500.000,167,4 Quartos,5 Banheiros,3 Vagas,"Rua Santa Elvira, 149 - Tatuapé, São Paulo - SP"
782,"Apartamento com 3 Quartos à Venda, 97m²",R$ 600.000,97,3 Quartos,2 Banheiros,2 Vagas,"Rua Copacabana, 491 - Santa Teresinha, São Paulo - SP"
783,"Apartamento com 2 Quartos à Venda, 82m²",R$ 870.000,82,2 Quartos,2 Banheiros,2 Vagas,"Avenida Susana, 93 - Vila Gumercindo, São Paulo - SP"
784,"Apartamento com 2 Quartos à Venda, 50m²",R$ 394.990,50,2 Quartos,1 Banheiro,1 Vaga,"Rua Doutor Afonso Vergueiro, 1101 - Vila Maria, São Paulo - SP"
785,"Apartamento com 2 Quartos à Venda, 68m²",R$ 654.900,68,2 Quartos,2 Banheiros,1 Vaga,"Rua Clemente Pereira, 665 - Ipiranga, São Paulo - SP"
786,"Apartamento com 3 Quartos à Venda, 115m²",R$ 1.850.000,115,3 Quartos,2 Banheiros,1 Vaga,"Rua Tabapuã, 222 - Itaim Bibi, São Paulo - SP"
787,"Apartamento com 2 Quartos à Venda, 45m²",R$ 217.000,45,2 Quartos,1 Banheiro,1 Vaga,"Rua Farid Miguel Haddad, 235 - Vila Santa Teresa, São Paulo - SP"
788,"Apartamento com 2 Quartos à Venda, 74m²",R$ 470.000,74,2 Quartos,2 Banheiros,1 Vaga,"Avenida Paula Ferreira, 89 - Freguesia do Ó, São Paulo - SP"
789,"Apartamento com 2 Quartos à Venda, 53m²",R$ 240.000,53,2 Quartos,1 Banheiro,1 Vaga,"Avenida Alexios Jafet, 1982 - Vila Aurora, São Paulo - SP"
790,"Apartamento com 2 Quartos à Venda, 68m²",R$ 275.000,68,2 Quartos,1 Banheiro,1 Vaga,"Avenida Patente, 193 - Jardim Patente, São Paulo - SP"
791,"Apartamento com 2 Quartos à Venda, 81m²",R$ 840.000,81,2 Quartos,2 Banheiros,1 Vaga,"Avenida Vinte e Três de Maio, 2952 - Vila Mariana, São Paulo - SP"
792,"Apartamento com 2 Quartos à Venda, 56m²",R$ 269.990,56,2 Quartos,1 Banheiro,1 Vaga,"Avenida Raimundo Pereira de Magalhães, 1720 - Jardim Íris, São Paulo - SP"
793,Just,R$ 650.000,60-71,2 Quartos,2 Banheiros,1-2 Vagas,"Avenida Brigadeiro Luís Antônio, 499 - Bela Vista, São Paulo - SP"
794,"Apartamento com 2 Quartos à Venda, 92m²",R$ 1.640.000,92,2 Quartos,3 Banheiros,2 Vagas,"Rua Pássaros e Flores - Brooklin, São Paulo - SP"
795,"Apartamento com 3 Quartos à Venda, 100m²",R$ 900.000,100,3 Quartos,4 Banheiros,2 Vagas,"Rua José de Cristo Moreira, 390 - Morumbi, São Paulo - SP"
796,"Apartamento com 3 Quartos à Venda, 127m²",R$ 725.000,127,3 Quartos,4 Banheiros,3 Vagas,"Rua Tiquatira, 497 - Bosque da Saúde, São Paulo - SP"
797,"Apartamento com Quarto à Venda, 29m²",R$ 408.000,29,1 Quarto,1 Banheiro,-- Vaga,"Avenida Miruna, 51 - Moema, São Paulo - SP"
798,"Apartamento com 3 Quartos à Venda, 300m²",R$ 5.290.000,300,3 Quartos,5 Banheiros,2 Vagas,"Rua Padre João Manuel, 328 - Jardins, São Paulo - SP"
799,"Apartamento com 2 Quartos à Venda, 54m²",R$ 550.000,54,2 Quartos,2 Banheiros,1 Vaga,"Rua Domingos Rodrigues, 509 - Lapa, São Paulo - SP"
800,BELLA VISTA PAULICEIA,R$ 485.000,48,2 Quartos,1 Banheiro,-- Vaga,"Rua Francisca Miquelina, 277 - Bela Vista, São Paulo - SP"
801,"Apartamento com 3 Quartos à Venda, 87m²",R$ 810.000,87,3 Quartos,2 Banheiros,2 Vagas,"Rua das Flechas, 649 - Vila Santa Catarina, São Paulo - SP"
802,"Apartamento com 2 Quartos à Venda, 77m²",R$ 1.200.000,77,2 Quartos,2 Banheiros,2 Vagas,"Rua Topázio, 701 - Vila Mariana, São Paulo - SP"
803,"Apartamento com 2 Quartos à Venda, 46m²",R$ 450.000,46,2 Quartos,1 Banheiro,1 Vaga,"Rua Alfredo Pujol, 451 - Santana, São Paulo - SP"
804,"Apartamento com 2 Quartos à Venda, 70m²",R$ 670.000,70,2 Quartos,2 Banheiros,2 Vagas,"Rua Ribeiro do Amaral, 565 - Ipiranga, São Paulo - SP"
805,"Apartamento com 3 Quartos à Venda, 124m²",R$ 1.580.000,124,3 Quartos,4 Banheiros,3 Vagas,"Rua Natingui, 165 - Vila Madalena, São Paulo - SP"
806,"Apartamento com 3 Quartos à Venda, 170m²",R$ 1.170.000,170,3 Quartos,3 Banheiros,3 Vagas,"Rua João Antônio de Oliveira, 544 - Móoca, São Paulo - SP"
807,Bella Vista Pauliceia,R$ 403.000,39-107,1-2 Quartos,1 Banheiro,1 Vaga,"Rua Francisca Miquelina, 277 - Bela Vista, São Paulo - SP"
808,"Apartamento com 2 Quartos à Venda, 50m²",R$ 450.000,50,2 Quartos,1 Banheiro,1 Vaga,"Rua Muniz de Sousa, 644 - Aclimação, São Paulo - SP"
809,"Apartamento com 2 Quartos à Venda, 64m²",R$ 470.000,64,2 Quartos,2 Banheiros,1 Vaga,"Rua Dona Ana Neri - Cambuci, São Paulo - SP"
810,"Apartamento com 2 Quartos à Venda, 45m²",R$ 248.000,45,2 Quartos,1 Banheiro,1 Vaga,"Rua Antônio Ambuba, 70 - Parque Munhoz, São Paulo - SP"
811,"Apartamento com Quarto à Venda, 51m²",R$ 400.000,51,1 Quarto,1 Banheiro,-- Vaga,"Avenida Angélica, 177 - Santa Cecília, São Paulo - SP"
812,"Apartamento com 4 Quartos à Venda, 160m²",R$ 1.850.000,160,4 Quartos,5 Banheiros,3 Vagas,"Rua França Pinto, 537 - Vila Mariana, São Paulo - SP"
813,"Apartamento com 2 Quartos à Venda, 54m²",R$ 450.000,54,2 Quartos,2 Banheiros,1 Vaga,"Rua do Parque, 70 - Vila Dom Pedro I, São Paulo - SP"
814,"Apartamento com 3 Quartos à Venda, 107m²",R$ 1.250.000,107,3 Quartos,4 Banheiros,3 Vagas,"Rua Sebastião Paes - Campo Belo, São Paulo - SP"
815,"Apartamento com 2 Quartos à Venda, 95m²",R$ 1.000.000,95,2 Quartos,2 Banheiros,1 Vaga,"Rua Tutóia, 342 - Vila Mariana, São Paulo - SP"
816,"Apartamento com 3 Quartos à Venda, 74m²",R$ 640.000,74,3 Quartos,3 Banheiros,2 Vagas,"Rua Afonso de Freitas, 556 - Paraíso, São Paulo - SP"
817,"Apartamento com 4 Quartos à Venda, 167m²",R$ 2.500.000,167,4 Quartos,5 Banheiros,3 Vagas,"Rua Santa Elvira, 149 - Tatuapé, São Paulo - SP"
818,"Apartamento com 3 Quartos à Venda, 97m²",R$ 600.000,97,3 Quartos,2 Banheiros,2 Vagas,"Rua Copacabana, 491 - Santa Teresinha, São Paulo - SP"
819,"Apartamento com 2 Quartos à Venda, 82m²",R$ 870.000,82,2 Quartos,2 Banheiros,2 Vagas,"Avenida Susana, 93 - Vila Gumercindo, São Paulo - SP"
820,"Apartamento com 2 Quartos à Venda, 50m²",R$ 394.990,50,2 Quartos,1 Banheiro,1 Vaga,"Rua Doutor Afonso Vergueiro, 1101 - Vila Maria, São Paulo - SP"
821,"Apartamento com 2 Quartos à Venda, 68m²",R$ 654.900,68,2 Quartos,2 Banheiros,1 Vaga,"Rua Clemente Pereira, 665 - Ipiranga, São Paulo - SP"
822,"Apartamento com 3 Quartos à Venda, 115m²",R$ 1.850.000,115,3 Quartos,2 Banheiros,1 Vaga,"Rua Tabapuã, 222 - Itaim Bibi, São Paulo - SP"
823,"Apartamento com 2 Quartos à Venda, 45m²",R$ 217.000,45,2 Quartos,1 Banheiro,1 Vaga,"Rua Farid Miguel Haddad, 235 - Vila Santa Teresa, São Paulo - SP"
824,"Apartamento com 2 Quartos à Venda, 74m²",R$ 470.000,74,2 Quartos,2 Banheiros,1 Vaga,"Avenida Paula Ferreira, 89 - Freguesia do Ó, São Paulo - SP"
825,"Apartamento com 2 Quartos à Venda, 53m²",R$ 240.000,53,2 Quartos,1 Banheiro,1 Vaga,"Avenida Alexios Jafet, 1982 - Vila Aurora, São Paulo - SP"
826,"Apartamento com 2 Quartos à Venda, 68m²",R$ 275.000,68,2 Quartos,1 Banheiro,1 Vaga,"Avenida Patente, 193 - Jardim Patente, São Paulo - SP"
827,"Apartamento com 2 Quartos à Venda, 81m²",R$ 840.000,81,2 Quartos,2 Banheiros,1 Vaga,"Avenida Vinte e Três de Maio, 2952 - Vila Mariana, São Paulo - SP"
828,"Apartamento com 2 Quartos à Venda, 56m²",R$ 269.990,56,2 Quartos,1 Banheiro,1 Vaga,"Avenida Raimundo Pereira de Magalhães, 1720 - Jardim Íris, São Paulo - SP"
829,Just,R$ 650.000,60-71,2 Quartos,2 Banheiros,1-2 Vagas,"Avenida Brigadeiro Luís Antônio, 499 - Bela Vista, São Paulo - SP"
830,"Apartamento com 2 Quartos à Venda, 92m²",R$ 1.640.000,92,2 Quartos,3 Banheiros,2 Vagas,"Rua Pássaros e Flores - Brooklin, São Paulo - SP"
831,"Apartamento com 3 Quartos à Venda, 100m²",R$ 900.000,100,3 Quartos,4 Banheiros,2 Vagas,"Rua José de Cristo Moreira, 390 - Morumbi, São Paulo - SP"
832,"Apartamento com 3 Quartos à Venda, 127m²",R$ 725.000,127,3 Quartos,4 Banheiros,3 Vagas,"Rua Tiquatira, 497 - Bosque da Saúde, São Paulo - SP"
833,"Apartamento com Quarto à Venda, 29m²",R$ 408.000,29,1 Quarto,1 Banheiro,-- Vaga,"Avenida Miruna, 51 - Moema, São Paulo - SP"
834,"Apartamento com 3 Quartos à Venda, 300m²",R$ 5.290.000,300,3 Quartos,5 Banheiros,2 Vagas,"Rua Padre João Manuel, 328 - Jardins, São Paulo - SP"
835,"Apartamento com 2 Quartos à Venda, 54m²",R$ 550.000,54,2 Quartos,2 Banheiros,1 Vaga,"Rua Domingos Rodrigues, 509 - Lapa, São Paulo - SP"
836,BELLA VISTA PAULICEIA,R$ 485.000,48,2 Quartos,1 Banheiro,-- Vaga,"Rua Francisca Miquelina, 277 - Bela Vista, São Paulo - SP"
837,"Apartamento com 3 Quartos à Venda, 87m²",R$ 810.000,87,3 Quartos,2 Banheiros,2 Vagas,"Rua das Flechas, 649 - Vila Santa Catarina, São Paulo - SP"
838,"Apartamento com 2 Quartos à Venda, 77m²",R$ 1.200.000,77,2 Quartos,2 Banheiros,2 Vagas,"Rua Topázio, 701 - Vila Mariana, São Paulo - SP"
839,"Apartamento com 2 Quartos à Venda, 46m²",R$ 450.000,46,2 Quartos,1 Banheiro,1 Vaga,"Rua Alfredo Pujol, 451 - Santana, São Paulo - SP"
840,"Apartamento com 2 Quartos à Venda, 70m²",R$ 670.000,70,2 Quartos,2 Banheiros,2 Vagas,"Rua Ribeiro do Amaral, 565 - Ipiranga, São Paulo - SP"
841,"Apartamento com 3 Quartos à Venda, 124m²",R$ 1.580.000,124,3 Quartos,4 Banheiros,3 Vagas,"Rua Natingui, 165 - Vila Madalena, São Paulo - SP"
842,"Apartamento com 3 Quartos à Venda, 170m²",R$ 1.170.000,170,3 Quartos,3 Banheiros,3 Vagas,"Rua João Antônio de Oliveira, 544 - Móoca, São Paulo - SP"
843,Bella Vista Pauliceia,R$ 403.000,39-107,1-2 Quartos,1 Banheiro,1 Vaga,"Rua Francisca Miquelina, 277 - Bela Vista, São Paulo - SP"
844,"Apartamento com 2 Quartos à Venda, 50m²",R$ 450.000,50,2 Quartos,1 Banheiro,1 Vaga,"Rua Muniz de Sousa, 644 - Aclimação, São Paulo - SP"
845,"Apartamento com 2 Quartos à Venda, 64m²",R$ 470.000,64,2 Quartos,2 Banheiros,1 Vaga,"Rua Dona Ana Neri - Cambuci, São Paulo - SP"
846,"Apartamento com 2 Quartos à Venda, 45m²",R$ 248.000,45,2 Quartos,1 Banheiro,1 Vaga,"Rua Antônio Ambuba, 70 - Parque Munhoz, São Paulo - SP"
847,"Apartamento com Quarto à Venda, 51m²",R$ 400.000,51,1 Quarto,1 Banheiro,-- Vaga,"Avenida Angélica, 177 - Santa Cecília, São Paulo - SP"
848,"Apartamento com 4 Quartos à Venda, 160m²",R$ 1.850.000,160,4 Quartos,5 Banheiros,3 Vagas,"Rua França Pinto, 537 - Vila Mariana, São Paulo - SP"
849,"Apartamento com 2 Quartos à Venda, 54m²",R$ 450.000,54,2 Quartos,2 Banheiros,1 Vaga,"Rua do Parque, 70 - Vila Dom Pedro I, São Paulo - SP"
850,"Apartamento com 3 Quartos à Venda, 107m²",R$ 1.250.000,107,3 Quartos,4 Banheiros,3 Vagas,"Rua Sebastião Paes - Campo Belo, São Paulo - SP"
851,"Apartamento com 2 Quartos à Venda, 95m²",R$ 1.000.000,95,2 Quartos,2 Banheiros,1 Vaga,"Rua Tutóia, 342 - Vila Mariana, São Paulo - SP"
852,"Apartamento com 3 Quartos à Venda, 74m²",R$ 640.000,74,3 Quartos,3 Banheiros,2 Vagas,"Rua Afonso de Freitas, 556 - Paraíso, São Paulo - SP"
853,"Apartamento com 4 Quartos à Venda, 167m²",R$ 2.500.000,167,4 Quartos,5 Banheiros,3 Vagas,"Rua Santa Elvira, 149 - Tatuapé, São Paulo - SP"
854,"Apartamento com 3 Quartos à Venda, 97m²",R$ 600.000,97,3 Quartos,2 Banheiros,2 Vagas,"Rua Copacabana, 491 - Santa Teresinha, São Paulo - SP"
855,"Apartamento com 2 Quartos à Venda, 82m²",R$ 870.000,82,2 Quartos,2 Banheiros,2 Vagas,"Avenida Susana, 93 - Vila Gumercindo, São Paulo - SP"
856,"Apartamento com 2 Quartos à Venda, 50m²",R$ 394.990,50,2 Quartos,1 Banheiro,1 Vaga,"Rua Doutor Afonso Vergueiro, 1101 - Vila Maria, São Paulo - SP"
857,"Apartamento com 2 Quartos à Venda, 68m²",R$ 654.900,68,2 Quartos,2 Banheiros,1 Vaga,"Rua Clemente Pereira, 665 - Ipiranga, São Paulo - SP"
858,"Apartamento com 3 Quartos à Venda, 115m²",R$ 1.850.000,115,3 Quartos,2 Banheiros,1 Vaga,"Rua Tabapuã, 222 - Itaim Bibi, São Paulo - SP"
859,"Apartamento com 2 Quartos à Venda, 45m²",R$ 217.000,45,2 Quartos,1 Banheiro,1 Vaga,"Rua Farid Miguel Haddad, 235 - Vila Santa Teresa, São Paulo - SP"
860,"Apartamento com 2 Quartos à Venda, 74m²",R$ 470.000,74,2 Quartos,2 Banheiros,1 Vaga,"Avenida Paula Ferreira, 89 - Freguesia do Ó, São Paulo - SP"
861,"Apartamento com 2 Quartos à Venda, 53m²",R$ 240.000,53,2 Quartos,1 Banheiro,1 Vaga,"Avenida Alexios Jafet, 1982 - Vila Aurora, São Paulo - SP"
862,"Apartamento com 2 Quartos à Venda, 68m²",R$ 275.000,68,2 Quartos,1 Banheiro,1 Vaga,"Avenida Patente, 193 - Jardim Patente, São Paulo - SP"
863,"Apartamento com 2 Quartos à Venda, 81m²",R$ 840.000,81,2 Quartos,2 Banheiros,1 Vaga,"Avenida Vinte e Três de Maio, 2952 - Vila Mariana, São Paulo - SP"
864,"Apartamento com 2 Quartos à Venda, 56m²",R$ 269.990,56,2 Quartos,1 Banheiro,1 Vaga,"Avenida Raimundo Pereira de Magalhães, 1720 - Jardim Íris, São Paulo - SP"
865,Just,R$ 650.000,60-71,2 Quartos,2 Banheiros,1-2 Vagas,"Avenida Brigadeiro Luís Antônio, 499 - Bela Vista, São Paulo - SP"
866,"Apartamento com 2 Quartos à Venda, 92m²",R$ 1.640.000,92,2 Quartos,3 Banheiros,2 Vagas,"Rua Pássaros e Flores - Brooklin, São Paulo - SP"
867,"Apartamento com 3 Quartos à Venda, 100m²",R$ 900.000,100,3 Quartos,4 Banheiros,2 Vagas,"Rua José de Cristo Moreira, 390 - Morumbi, São Paulo - SP"
868,"Apartamento com 3 Quartos à Venda, 127m²",R$ 725.000,127,3 Quartos,4 Banheiros,3 Vagas,"Rua Tiquatira, 497 - Bosque da Saúde, São Paulo - SP"
869,"Apartamento com Quarto à Venda, 29m²",R$ 408.000,29,1 Quarto,1 Banheiro,-- Vaga,"Avenida Miruna, 51 - Moema, São Paulo - SP"
870,"Apartamento com 3 Quartos à Venda, 300m²",R$ 5.290.000,300,3 Quartos,5 Banheiros,2 Vagas,"Rua Padre João Manuel, 328 - Jardins, São Paulo - SP"
871,"Apartamento com 2 Quartos à Venda, 54m²",R$ 550.000,54,2 Quartos,2 Banheiros,1 Vaga,"Rua Domingos Rodrigues, 509 - Lapa, São Paulo - SP"
872,BELLA VISTA PAULICEIA,R$ 485.000,48,2 Quartos,1 Banheiro,-- Vaga,"Rua Francisca Miquelina, 277 - Bela Vista, São Paulo - SP"
873,"Apartamento com 3 Quartos à Venda, 87m²",R$ 810.000,87,3 Quartos,2 Banheiros,2 Vagas,"Rua das Flechas, 649 - Vila Santa Catarina, São Paulo - SP"
874,"Apartamento com 2 Quartos à Venda, 77m²",R$ 1.200.000,77,2 Quartos,2 Banheiros,2 Vagas,"Rua Topázio, 701 - Vila Mariana, São Paulo - SP"
875,"Apartamento com 2 Quartos à Venda, 46m²",R$ 450.000,46,2 Quartos,1 Banheiro,1 Vaga,"Rua Alfredo Pujol, 451 - Santana, São Paulo - SP"
876,"Apartamento com 2 Quartos à Venda, 70m²",R$ 670.000,70,2 Quartos,2 Banheiros,2 Vagas,"Rua Ribeiro do Amaral, 565 - Ipiranga, São Paulo - SP"
877,"Apartamento com 3 Quartos à Venda, 124m²",R$ 1.580.000,124,3 Quartos,4 Banheiros,3 Vagas,"Rua Natingui, 165 - Vila Madalena, São Paulo - SP"
878,"Apartamento com 3 Quartos à Venda, 170m²",R$ 1.170.000,170,3 Quartos,3 Banheiros,3 Vagas,"Rua João Antônio de Oliveira, 544 - Móoca, São Paulo - SP"
879,Bella Vista Pauliceia,R$ 403.000,39-107,1-2 Quartos,1 Banheiro,1 Vaga,"Rua Francisca Miquelina, 277 - Bela Vista, São Paulo - SP"
880,"Apartamento com 2 Quartos à Venda, 50m²",R$ 450.000,50,2 Quartos,1 Banheiro,1 Vaga,"Rua Muniz de Sousa, 644 - Aclimação, São Paulo - SP"
881,"Apartamento com 2 Quartos à Venda, 64m²",R$ 470.000,64,2 Quartos,2 Banheiros,1 Vaga,"Rua Dona Ana Neri - Cambuci, São Paulo - SP"
882,"Apartamento com 2 Quartos à Venda, 45m²",R$ 248.000,45,2 Quartos,1 Banheiro,1 Vaga,"Rua Antônio Ambuba, 70 - Parque Munhoz, São Paulo - SP"
883,"Apartamento com Quarto à Venda, 51m²",R$ 400.000,51,1 Quarto,1 Banheiro,-- Vaga,"Avenida Angélica, 177 - Santa Cecília, São Paulo - SP"
884,"Apartamento com 4 Quartos à Venda, 160m²",R$ 1.850.000,160,4 Quartos,5 Banheiros,3 Vagas,"Rua França Pinto, 537 - Vila Mariana, São Paulo - SP"
885,"Apartamento com 2 Quartos à Venda, 54m²",R$ 450.000,54,2 Quartos,2 Banheiros,1 Vaga,"Rua do Parque, 70 - Vila Dom Pedro I, São Paulo - SP"
886,"Apartamento com 3 Quartos à Venda, 107m²",R$ 1.250.000,107,3 Quartos,4 Banheiros,3 Vagas,"Rua Sebastião Paes - Campo Belo, São Paulo - SP"
887,"Apartamento com 2 Quartos à Venda, 95m²",R$ 1.000.000,95,2 Quartos,2 Banheiros,1 Vaga,"Rua Tutóia, 342 - Vila Mariana, São Paulo - SP"
888,"Apartamento com 3 Quartos à Venda, 74m²",R$ 640.000,74,3 Quartos,3 Banheiros,2 Vagas,"Rua Afonso de Freitas, 556 - Paraíso, São Paulo - SP"
889,"Apartamento com 4 Quartos à Venda, 167m²",R$ 2.500.000,167,4 Quartos,5 Banheiros,3 Vagas,"Rua Santa Elvira, 149 - Tatuapé, São Paulo - SP"
890,"Apartamento com 3 Quartos à Venda, 97m²",R$ 600.000,97,3 Quartos,2 Banheiros,2 Vagas,"Rua Copacabana, 491 - Santa Teresinha, São Paulo - SP"
891,"Apartamento com 2 Quartos à Venda, 82m²",R$ 870.000,82,2 Quartos,2 Banheiros,2 Vagas,"Avenida Susana, 93 - Vila Gumercindo, São Paulo - SP"
892,"Apartamento com 2 Quartos à Venda, 50m²",R$ 394.990,50,2 Quartos,1 Banheiro,1 Vaga,"Rua Doutor Afonso Vergueiro, 1101 - Vila Maria, São Paulo - SP"
893,"Apartamento com 2 Quartos à Venda, 68m²",R$ 654.900,68,2 Quartos,2 Banheiros,1 Vaga,"Rua Clemente Pereira, 665 - Ipiranga, São Paulo - SP"
894,"Apartamento com 3 Quartos à Venda, 115m²",R$ 1.850.000,115,3 Quartos,2 Banheiros,1 Vaga,"Rua Tabapuã, 222 - Itaim Bibi, São Paulo - SP"
