property_describe|price|area|room|bath|garage|address
More no 1º andar em candelária no RESIDENCIAL INTEGRAÇÃO, perto de tudo e com todo o conforto que você merece. apartamento de 72m² para venda, composto de uma excelente sala com d...|R$ 649.900|110 m²|3|4|2|Rua Joaquim Fagundes, Tirol
"Apartamento à venda em Lagoa Nova (Natal/RN) | Jerônimo Costa - 87m² ( 3 quartos, 1 suíte). Olá, que bom que você encontrou este anúncio. Você já deve ter lido sobre as caracterís..."|R$ 600.000|105 m²|3|1|2|Capim Macio, Natal
O apartamento no bairro Ponta Negra tem 101 metros quadrados com 3 quartos sendo 2 suites e 3 banheiros Possui academia, espaço gourmet, jardim, área de brinquedo para as crianças,...|R$ 290.000|60 m²|2|1|1|Rua Alfredo Dias de Figueiredo, Ponta Negra
Andar alto, 56m privativos em 2 dormitórios, sala, cozinha, banheiro social, uma vaga coberta, ventilado, vista. Port 24h, salão de festas, piscina, pilotis, 2 elevadores. Próximo...|R$ 655.000|123 m²|3|4|1|Candelária, Natal
LUXOR PONTA NEGRA, - AV-8271 Bellíssimo apartamento em Ponta Negra ,com Vista para o Morro do Careca e Mar. Bem localizado, em Ponta Negra a Apenas 250 metros da Beira-mar, próximo...|R$ 479.900|87 m²|3|2|1|Rua Anísio de Souza, Lagoa Nova
Excelente Apartamento no Tirol Residence com 03 quartos, 03 suites, 02 salas, 01 varanda, 05 banheiros, 03 vagas de garagem.|R$ 470.000|96 m²|3|2|1|Avenida Amintas Barros, Lagoa Nova
Ótimo apartamento, excelente localização, próximo ao Mandacaru Shopping, varanda, 2 salas, 3 quartos com armários 1 sendo suite, wc social, cozinha com armários, bancadas, área de...|R$ 260.000|57 m²|2|2|1|Tirol, Natal
Com uma excelente localização No Tirol, o RESIDENCIAL SOLAR NABOR MAIA foi projetado com o objetivo de satisfazer as necessidades do futuro comprador. Máxima segurança, máxima tran...|R$ 130.000|72 m²|3|2|2|Avenida Governador Tarcísio de Vasconcelos Maia, Candelária
Apartamento com 03 dormitórios, sendo todos suítes, 02 salas, 06 banheiros e 02 vagas de garagem.|R$ 480.000|87 m²|3|3|2|Rua Anísio de Souza, Lagoa Nova
Apartamento com 03 dormitórios, sendo todos suítes, 02 salas, 06 banheiros e 02 vagas de garagem.|R$ 690.000|101 m²|3|3|2|Avenida Deputado Antônio Florêncio de Queiroz, Ponta Negra
Apartamento à venda em Tirol com 113m² de área privativa, 3 quartos, sendo 2 suítes, varanda ampla, sala para 2 ambientes, cozinha, copa, área de serviço, 3 banheiros e 2 vagas de...|R$ 220.000|56 m²|2|1|1|Lagoa Nova, Natal
O apartamento no bairro Ponta Negra possui 54 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros Possui academia, parquinho infantil, salão para festas e eventos. Vai lhe p...|R$ 544.000|57 m²|1|1|2|Alagamar, Natal
Ótimo apartamento , próximo a Escola do Zico, sala para 2 ambientes, varanda, 2 quartos sendo 1 suite, wc social, cozinha, área de serviço, 2 vagas de garagem cobertas, lado da som...|R$ 600.000|137 m²|3|5|1|Rua Doutor Múcio Galvão, Barro Vermelho
Apartamento com 3 suítes, sala, varanda, 3 banheiros e 2 vagas de garagem.|R$ 310.000|98 m²|3|3|1|Capim Macio, Natal
Apartamento para venda em Petrópolis Natal/RN, o Palazzo Cristal com 02 quartos, sendo 01 suíte, 02 banheiros e 02 vagas de garagem. Palazzo Cristal - 97, 44 m² Varanda;...|R$ 279.000|55 m²|2|2|2|Tirol, Natal
Apartamento com 3 dormitórios, sendo 1 suíte, sala, 2 banheiros e 1 vaga de garagem.|R$ 700.000|119 m²|3|6|1|Tirol, Natal
Porto Veneto - Código: AV-7179 Porto Veneto. Vende-se belíssimo apartamento localizado no bairro de Cidade Satélite de 58 m² com dois quartos sendo 1 suíte, banheiro social, box no...|R$ 700.000|119 m²|3|6|3|Tirol, Natal
Apartamento à venda no RESIDENCIAL JARDIM MORRO BRANCO, na Rua da Saudade, em Nova Descoberta. . 56m2, 02 quartos (1 suíte), 01 banheiro social, sala para dois ambientes, varanda,...|R$ 630.000|113 m²|3|3|1|Tirol, Natal
Código-11835 Apartamento em Ponta Negra, com ótima localização e vista para o mar. Com sala para dois ambientes estar e jantar. Dois quartos sendo uma suíte e um banheiro social, c...|R$ 240.000|54 m²|2|2|2|Rua Edson Teixeira da Silva, Ponta Negra
A oportunidade que você esperava de morar perto da Avenida Engenheiro Roberto Freire e todas as opções de serviços e comércios, faculdades, academias, chegou! A poucos minutos do...|R$ 200.000|57 m²|2|2|2|Pitimbu, Natal
O apartamento no bairro Lagoa Nova tem 136 metros quadrados com 3 quartos sendo 3 suites e 5 banheiros Possui área de fitness, espaço gourmet, espaço jardinado, área de recreação i...|R$ 750.000|100 m²|3|3|2|Avenida Almirante Alexandrino de Alencar, Tirol
Apartamento disponível para venda no condomínio Paradise Village, Capim Macio, Natal/ RN . 67m2, 02 quartos (01 suíte), 02 vagas de garagem . Andar alto; Projetados nos ambientes;...|R$ 551.490|97 m²|2|2|1|Rua Doutor Renato Dantas, Petrópolis
Excelente apartamento sombra , dois por andar , completamente reformado no porcelanato , moveis planejados , Florence , praticamente três suites sendo uma com closet apenas uma tor...|R$ 300.000|86 m²|3|2|1|Lagoa Nova, Natal
Apartamento no melhor condomínio de capim macio, com 3 suítes, sala para 2 ambientes, espaço home office, cozinha com armários planejados, área de serviço com dependência, e vagas...|R$ 120.000|57 m²|2|1|2|Cidade Satelite, Natal
EDF. DOM VICENTE - CÓDIGO: AV-7116 EDF. DOM VICENTE Apartamento localizado no bairro de Candelária de 67 m² com 02 quartos sendo 01 , banheiro social, box nos banheiros, sala para...|R$ 245.000|56 m²|2|1|2|Rua da Saudade, Nova Descoberta
Apartamento, com 3/4 sendo 1 suíte, sala para 2 ambiente com varanda integrada, cozinha com armários, área de serviço, dependência, WC social, e 2 vagas de garagem.|R$ 360.000|60 m²|2|2|2|Ponta Negra, Natal
Residencial aconchegante em um ambiente tranquilo e familiar, mobiliado e com boa localização. Contém um closet, um ar condicionado, garagem com uma vaga, sala de visita e varanda...|R$ 220.000|72 m²|3|1|2|Capim Macio, Natal
Apartamento com 2 quartos, varanda, 1 vagas de garagem, elevador, segurança 24 horas, piscina, salão para festas, academia e muito mais.|R$ 1.080.000|136 m²|3|5|1|Rua dos Tororós, Lagoa Nova
Junior creci-4745 - Venda - Bosque do Tirol - Apto c/ 3 quartos, 100 m² - R$ 750.000 - Tirol - Natal/RN - Cozinha AMPLIADA - Sala AMPLA - Ficam todos os projetados - Andar alto -...|R$ 400.000|67 m²|2|2|2|Rua Antônio Madruga, Capim Macio
Excelente Apartamento no Residencial Maria Luiza localizado na Av. Amintas Barros próximo ao clube da Caern ,em uma das Avenidas mais movimentadas da cidade, junto a todo comércio...|R$ 625.000|109 m²|4|5|2|Rua Aníbal Correia, Candelária
O apartamento tem vários diferenciais, sala home theater e Sala de Jantar, Suíte principal com closet. Hall social de de Serviços com acesso exclusivo. Uma das melhores localiza...|R$ 1.190.000|155 m²|3|4|1|Rua Ismael Pereira da Silva, Capim Macio
Disponível para venda apartamento no Condomínio Vita Residencial Clube Avenida dos Caiapós N:121/123 📍 Torre 06 Nápoles - 1905 Sala com varanda 2 quartos Cozinha americana Banhe...|R$ 160.000|67 m²|2|1|1|Rua Ataulfo Alves, Candelária
OPORTUNIDADE 🥳ACHEI SEU NOVO LAR NO COND. TIROL WAY - M O B I L I A D O 🍾 Top em tudo! Altíssimo padrão de acabamentos e projetados. Apto todo pronto, só à sua espera. 🔸️ 98...|R$ 249.999|98 m²|3|2|1|Lagoa Seca, Natal
Excelente apartamento amplo em Capim Macio, zona sul da cidade de Natal Composto de 3 dormitórios sendo 2 suítes com armários, com área privativa de 99m², sala de estar e jantar,...|R$ 240.000|81 m²|3|1|1|Capim Macio, Natal
Vendo apartamento 3 suítes Tirol, projetados em todos os cômodos, varanda integrada, excelente acabamento. 2 vagas de garagem coberta. Aceita Financiamento. Agende sua visita:...|R$ 169.400|48 m²|2|2|2|Zona Norte, Natal
Flat totalmente mobiliado com acabamento de alto padrão com preço de venda! Contém 1 quarto com 1 banheiro, chuveiro com energia solar, acabamento premium. Vista mar Portaria 24 h...|R$ 750.000|100 m²|3|3|3|Avenida Almirante Alexandrino de Alencar, Tirol
Condomínio Aminas Barros - Apartamento 3 quartos no Condomínio Amintas Barros, com 83m2,Andar térreo, com sala estar e jantar em L, 3 quartos, 2 banheiros, cozinha, área de serviço...|R$ 285.000|62 m²|2|2|3|Dix-sept Rosado, Natal
Belíssimo apartamento, amplo, ventilado, confortável, organizado, excelente localização, próximo a Escola Maria Auxiliadora, sala para 2 ambientes, varanda, lavabo, 3 quartos com a...|R$ 690.000|130 m²|5|3|1|Petrópolis, Natal
AP00086 Apartamento de 120m² com três quartos sendo um suíte, banheiro social, dependência completa de empregada, sala para dois ambientes, cozinha, área de serviço e duas vagas de...|R$ 199.990|49 m²|2|1|1|Avenida dos Caiapós, Pitimbu
Apartamento com 3 dormitórios, sendo 1 suíte, 2 salas, 3 banheiros e 2 vagas de garagem.|R$ 675.000|98 m²|3|3|3|Avenida Senador Salgado Filho, Tirol
Condomínio Sun River Localizado na R. Teotônio Freire, 75 - Ribeira, bairro nobre e tradicional que teve participação intensa na história da cidade, o Sun River se destaca dos dema...|R$ 450.000|99 m²|3|1|1|Capim Macio, Natal
Apartamento disponível para venda no condomínio Bosque das Mangueiras, Lagoa Nova. 89m2, 03 quartos (01 suíte), 01 vaga de garagem . Andar baixo; Aceita financiamento bancário . I...|R$ 480.000|104 m²|3|4|1|Tirol, Natal
O apartamento está localizado no bairro Ponta Negra possui 79 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros|R$ 285.000|42 m²|1|1|1|Rua das Algas, Ponta Negra
-|R$ 175.000|83 m²|3|1|1|Lagoa Nova, Natal
-|R$ 750.000|175 m²|3|5|1|Petrópolis, Natal
Descrição : 2 quartos, sendo 1 suíte, Espelho no quarto grande, espelho e box no banheiro, 1 banheiro social com espelho e box, Sala estar e jantar, Varanda (com fechamento em vidr...|R$ 270.000|120 m²|3|3|1|Candelária, Natal
Apartamento no Tirol, com sala, dois quartos sendo uma suíte com box blindex, cozinha americana com mesa de vidro, banheiro social com box blindex, área de serviço e uma vaga de ga...|R$ 480.000|87 m²|3|3|3|Rua Anísio de Souza, Lagoa Nova
Apartamentos novos a venda no Residencial Vitória, Capim Macio, próximo ao Banco do Brasil e Faculdade Estácio da Av. Roberto Freire, com 80 m² distribuídos em sala, cozinha, 3 dor...|R$ 370.000|75 m²|3|2|1|Ribeira, Natal
Olhar das Dunas - Lançamento em Lagoa Nova. Localizado entre as duas principais avenidas de Natal, o Olhar das Dunas oferece plantas versáteis, modernas e voltadas para atender às...|R$ 260.000|89 m²|3|2|1|Avenida Nascimento de Castro, Lagoa Nova
O apartamento está localizado no bairro Lagoa Nova com 170 metros quadrados com 3 quartos sendo 3 suites e 5 banheiros,3 vagas cobertas .|R$ 420.000|79 m²|3|2|2|Rua Doutor Osvaldo Fortes do Rego, Ponta Negra
Venda de um excelente apartamento no bairro de Tirol, pronto para morar. O imóvel conta com três quartos, todos suíte, sala ampla para dois ambientes, varanda ampla, lavabo, cozinh...|R$ 725.000|108 m²|4|3|1|Capim Macio, Natal
Excelente apartamento no condomínio sun twor , com segurança 24h , varias opções de lazer ,academia completa, já com Gás incluso ,apartamento bem conservado e Andar Alto , o melhor...|R$ 155.000|65 m²|2|2|2|Planalto, Natal
Apto com 61,00m² (área privativa) Sala para 02 ambientes, Varanda 02 quartos, sendo 01 suíte Cozinha, área de serviço 01 banheiro social 01 vaga/garagem. LAZER: Salão de Festas, C...|R$ 150.000|62 m²|2|2|2|Planalto, Natal
Este ótimo apartamento possui 127 metros quadrados com sala para 03 ambientes, 3 suítes, sendo a suíte master com closet, varanda gourmet, cozinha, área de serviço, dependencia de...|R$ 250.000|55 m²|2|2|2|Tirol, Natal
.54m² .2/4 sendo 1 suíte .Sala p/2 ambientes .Varanda .Wc social .1 vaga .Academia .Piscina .Churrasqueira .Brinquedoteca .Salão de festas .Playground...|R$ 295.000|80 m²|3|2|2|Rua Francisco Maciel Costa, Capim Macio
Apartamento disponível para venda no Edifício Maria de Lourdes Fonseca, Lagoa Nova . 56m2, 02 quartos (01 suíte), 01 vaga de garagem . Projetados; Aceita financiamento bancário;...|R$ 459.000|74 m²|3|2|2|Lagoa Nova, Natal
Apartamento para Venda, SERRAMBI IV no bairro Neópolis. Ótimo apartamento contendo 2 dormitórios, sendo 1 suíte, cozinha integrada com área de serviço e uma vaga de garagem. O im...|R$ 550.000|170 m²|3|5|1|Rua dos Tororós, Lagoa Nova
"Apartamento com 2 quartos sendo 1 suíte, sala com varanda integrada.
Sombra e ventilação predominante.
Agende sua visita
Aceita financiamento"|R$ 480.000|165 m²|3|5|3|Rua Ilíria Tavares Galvão, Tirol
Belíssimo apartamento totalmente mobiliado localizado em ponta negra com vista para o maior cartão postal de Natal , o morro do careca com belíssima vista, a 3 minutos a pé da prai...|R$ 200.000|58 m²|2|2|2|Rua dos Pintassilgos, Pitimbu
Iniciar o mês de Junho com uma oportunidade de morar em Ponta Negra não tem preço!!⁣ ⁣ A Minha House Imoveis vende apartamento no Condomínio Ahead Ponta Negra, na Avenida Engenheir...|R$ 100.000|61 m²|2|2|1|Planalto, Natal
APARTAMENTO 3 SUÍTES NO CONDOMÍNIO DIEGO VELÁSQUEZ -127M2. Apartamento com 127M2, 3 quartos sendo 3 suíte, varanda, sala para 2 ambientes, cozinha, área de serviço, dependência e...|R$ 650.000|127 m²|3|3|2|Rua Anísio de Souza, Candelária
O apartamento está localizado no bairro Capim Macio com 70 metros quadrados com 3 quartos sendo 1 suite e 1 banheiro Possui espaço gourmet, jardim, parquinho com diferentes brinque...|R$ 240.000|54 m²|2|2|2|Vila Progresso, Barro Vermelho
Ao nos fazer contato, favor informar o código AP2184 Apartamento com 56 m² de área privativa, sala para 02 ambientes, varanda, wc social, 02 quartos sendo 01 suíte, cozinha, área...|R$ 260.000|56 m²|2|2|2|Rua Monsenhor Landim, Lagoa Nova
Excelente apartamento ,muito ventilado,nascente total, andar médio, com 3 quartos sendo 1 suite, sala ampla em L, cozinha ventilada, dependência completa.2 vgs cobertas.Espaço de c...|R$ 145.000|55 m²|2|2|2|Neópolis, Natal
Apartamento com 2/4 sendo uma suíte; Cozinha, sala para dois ambientes; Área de serviço; e 1 Vaga de garagem. - Apartamento com móveis planejados; e - Vista para o Mar....|R$ 310.000|54 m²|2|2|1|Tirol, Natal
Residencial Inêz Fernandes CARACTERÍSTICAS DO IMÓVEL - - 109m²; - 14º andar vista livre para Lagoa Nova; - Sala de estar/jantar; - Cozinha ampla; - 02 suítes amplas s...|R$ 450.000|56 m²|2|2|2|Avenida Engenheiro Roberto Freire, Ponta Negra
Excelente oportunidade de apartamento 3/4 em Lagoa Nova O apartamento com 146m² bem distribuídos em: 3/4, sendo 1 suite; Sala de estar/jantar com escrivaninha varanda; 3 Banheiros...|R$ 450.000|55 m²|2|2|1|Avenida Engenheiro Roberto Freire, Ponta Negra
Vendo apto no Ed ALMERIO DE PAIVA EM PETRÓPOLIS 650.000,00 179m2, Sala 3 ambientes, lavabo, 3 suítes sendo uma master, cozinha super ampla com despensa, dependência de empregada....|R$ 790.000|127 m²|3|5|2|Rua Padre João Damasceno, Lagoa Nova
A sua oportunidade de morar em um apartamento com 125m2 no melhor do Barro Vermelho, ao lado da Av. Prudente de Morais! O Ed. Gilcélia tem uma localização impar fica ao lado da Mi...|R$ 250.000|70 m²|3|1|2|Rua Énico Monteiro, Capim Macio
Que tal morar em um condomínio todo equipado, seguro, com uma linda e completa área de lazer para seus filhos, e por um preço show?! Excelente oportunidade de compra em um condomí...|R$ 250.000|55 m²|2|2|1|Ponta Negra, Natal
AGENDAMENTOS E INFORMAÇÕES PELO CONTATO . FALAR VOM SHEILA CAVALCANTI. O apartamento está localizado no bairro Tirol tem 55 metros quadrados com 2 quartos sendo 1 suite e 2 banhei...|R$ 400.000|98 m²|3|3|2|Rua Desembargador José Gomes da Costa, Capim Macio
Apartamento com 3 suítes, lavabo, escritório, sala de jantar, sala de estar, cozinha, wc serviço, área de serviço, móveis projetados em todos os cômodos de ótima qualidade. Ventila...|R$ 285.000|59 m²|2|1|3|Ponta Negra, Natal
O L'Acqua Condominium Club é o endereço de referência para sua família, uma vez que dispõe de uma magnífica estrutura de lazer, onde sua família pode curtir momentos incríveis, em...|R$ 535.000|108 m²|3|4|3|Avenida Nascimento de Castro, Lagoa Nova
O apartamento no bairro Capim Macio com 76 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros Possui espaço gourmet, academia, salão para festas e eventos. Vai lhe possibil...|R$ 320.000|126 m²|3|3|3|Rua Coronel Joaquim Correia, Lagoa Nova
Sempre quis morar no melhor endereço do Tirol? Apartamento de 88,10m2, com 03 quartos sendo 02 suítes, área de lazer completa, piscina, academia, brinquedoteca, quadra poliesporti...|R$ 650.000|179 m²|3|5|1|Rua São José de Mipibu, Petrópolis
O apartamento está localizado no bairro Tirol tem 96 metros quadrados com 3 quartos sendo 1 suite e 3 banheiros Possui academia, espaço gourmet, área de brinquedo para as crianças,...|R$ 199.000|125 m²|3|3|1|Rua Epitácio Andrade, Barro Vermelho
O apartamento no bairro Lagoa Nova tem 55 metros quadrados com 2 quartos sendo 1 suite e 2 banheirosEstá em um condomínio protegido por grades.|R$ 430.000|95 m²|3|3|1|Rua Nelson Geraldo Freire, Lagoa Nova
Vendo apartamento com 3 quartos no Residencial Lagoa Nova - Lagoa Nova. Localizado proximo ao Estadio Arena das Dunas, UFRN e a poucos metros do Colegio Contemporaneo, esse imóvel...|R$ 264.000|55 m²|2|2|2|Avenida Governador Juvenal Lamartine, Tirol
O apartamento no bairro Ponta Negra tem 56 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros Possui academia, espaço gourmet, espaço jardinado, área de recreação infantil,...|R$ 750.000|144 m²|3|5|2|Lagoa Nova, Natal
Residencial Saint Charbel - Capim Macio Apartamento na melhor região e localização de Natal, localizado próximo ao Shopping Cidade Jardim, com área privativa de 108,00 m² de área...|R$ 450.000|92 m²|3|3|2|Rua Lúcia Viveiros, Neópolis
entrada de 25 mil Apenas Renda a partir de 8mil(Pode ser renda informal Ex: movimentação bancaria já aprova) (Aprovação facilitada e sem burocracia) Torre Nova Apto vem com PLUS(p...|R$ 450.000|76 m²|3|2|2|Rua Estudante José Francisco de Souza Filho, Capim Macio
* Chegou a oportunidade que você tanto esperava, * Não fique mas a procura do seu imóvel em redes sociais, * O seu momento é agora, O residencial Alvorada está pronto com uma unid...|R$ 602.000|88 m²|3|2|2|Rua Capitão Abdon Nunes, Tirol
EXCELENTE APARTAMENTO NO TIROL - RESIDENCIAL CARRARA 5 MODELOS DE PLANTAS À SUA ESCOLHA. No Residencial Carrara você tem 5 opções de plantas personalizadas. Porcelanato 80x80cm e...|R$ 460.000|96 m²|3|3|1|Avenida Governador Juvenal Lamartine, Tirol
Venha morar em um lindo apartamento totalmente reformado com piso porcelanato e acabamento de primeira com localização privilegiada no bairro de Lagoa Nova, lado sombra, bastante v...|R$ 400.000|55 m²|2|2|2|Rua Doutor Rômulo Jorge, Lagoa Nova
Condomínio Porto Arena, 6º andar 98m² 2 vagas livres de garagem no térreo 3 quartos, sendo 1 Suíte 1 dependência com banheiro Varanda Armários nos banheiros e na cozinha Valor do c...|R$ 220.000|80 m²|3|2|2|Rua Água Marinha, Lagoa Nova
Apartamento para locação no bairro de Lagoa Nova. Composto de 3 suítes, sala para dois ambientes, varanda, área de serviço, banheiro social, escritório, dispensa. O condomínio ofe...|R$ 270.000|56 m²|2|2|1|Rua Desportista Jeremias Pinheiro da Câmara Filho, Ponta Negra
O apartamento no bairro Petrópolis com 120m² - 3 suítes e 4 banheiros Possui área de fitness, espaço jardinado, espaço gourmet, área de brinquedo para as crianças. Vai lhe possibil...|R$ 700.000|109 m²|4|1|3|Rua Missionário Gunnar Vingren, Cidade Jardim
Vendo apartamento no Corais de Capim Macio Andar intermediário Sala com 2 ambientes, varanda, 3 dormitórios sendo 2 suítes e uma semi-suíte. Cozinha e banheiros com armários, área...|R$ 25.000|73 m²|3|2|2|Avenida Capitão-mor Gouveia, Nossa Senhora de Nazaré
Cód.: 11021 - O Condomínio Áurea Guedes está localizado em Ponta Negra, acesso rápido e fácil pela rota do sol,apartamento tem 55m² privativos e muito bem divididos, , 2 quartos se...|R$ 350.000|75 m²|3|2|1|Avenida Interventor Mário Câmara, Dix-sept Rosado
O apartamento está localizado no bairro Ponta Negra possui 65 metros quadrados com 2 quartos e 1 banheiroElevador que garante o transporte das suas malas e compras. Encontra-se em...|R$ 850.000|131 m²|3|2|1|Tirol, Natal
Entrada de 19mil e diferença parcelada em até 48x Condomínio Ponta Negra na Av do Rota do Sol Renda A partir de 6mil Apto em Construção(entrega para Dezembro/23 Para Maiores Infor...|R$ 300.000|80 m²|2|2|2|Avenida Nascimento de Castro, Lagoa Nova
Bom gosto, charme e requinte são algumas das qualidades que você vai encontrar no Sun River. Localizado em um dos bairros mais tradicionais da cidade, os apartamentos possuem o con...|R$ 480.000|98 m²|3|2|2|Alameda das Mansões, Candelária
Cód. 10052 - Empreendimento em fase de lançamento, com excelente projeto de apartamentos de 88m² com 3 dorm sendo 2 suítes(opção de transformar uma suíte em wc de serviço), sala pa...|R$ 735.000|280 m²|3|4|2|Lagoa Nova, Natal
O apartamento no bairro Neópolis tem 92 metros quadrados com 3 quartos sendo 3 suites e 3 banheiros Possui área de fitness, espaço gourmet, jardim, playground, salão de festas. Vai...|R$ 700.000|120 m²|3|4|1|Rua General Gustavo Cordeiro de Faria, Petrópolis
"Apartamento com 70m². Com 3 dormitórios sendo uma suíte e um banheiro social!

Piso todo porcelanato / Móveis planejados/ espelhos/ box nos banheiro. Lado da sombra."|R$ 550.000|98 m²|3|4|1|Capim Macio, Natal
Cod. - 11660 Apartamento no coração do Tirol com localização privilegiada. Todo reformado com móveis projetados em todos os ambientes; Decorado com papel de parede e espelhos; Ac...|R$ 295.000|55 m²|2|1|1|Ponta Negra, Natal
O apartamento no bairro Tirol possui 73 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros Possui espaço gourmet, área verde de jardim, parquinho com diferentes brinquedos,...|R$ 120.000|65 m²|2|1|2|Rua Manoel Alves, Ponta Negra
Localizado no bairro de Lagoa Nova a poucos metros da Av Jaguarari. Na região você tem fácil acesso a Universidade Potiguar e ao Maxxi Atacado. O apartamento possui 109,00m² priva...|R$ 19.000|55 m²|2|2|1|Rua Doutor Osvaldo Fortes do Rego, Ponta Negra
Já imaginou morar a menos de 5 minutos do maior cartão postal do RN o Morro do careca!? Apresento a vocês o Enseada Corais Ponta Negra localizado na rua Francisco Simplício, nº 14...|R$ 280.000|75 m²|3|2|1|Petrópolis, Natal
Excelente Apto, Condomínio Natal Brisa no 5º andar, lado sombra bem ventilado, com 56 m², 2/4, um suíte, sala estar/jantar, cozinha com armário banheiro social, área de serviço, de...|R$ 666.013|88 m²|3|3|3|Tirol, Natal
RESIDENCIAL SEBASTIANO RICCI, - APTO NOVO com aproximadamente 130,60 mt² , com sala de estar e jantar, 03 suítes, sendo 01 master com closet, 01 lavabo, escritório, varanda gourmet...|R$ 592.000|92 m²|3|3|2|Rua Caparaó, Neópolis
. . Vendo apartamento no Barro Vermelho, Natal, RN Torre única, 19 pavimentos, 2 apartamentos por andar Próximo ao Gosto de Pão da Prudente de Morais Ventilado, andar alto, somb...|R$ 485.000|70 m²|3|2|2|Avenida Capitão-mor Gouveia, Lagoa Nova
Apto à venda no Residencial Serra do Cabugi II. Próximo à UnP da Roberto Freire e ao supermercado Extra. Agende sua visita agora! AMBIENTES: 73 m² com 2 quartos; Sala para dois am...|R$ 700.000|98 m²|3|3|2|Tirol, Natal
Cód. 9003 - Residencial Poeta Lindo apartamento em Ponta Negra, 58,00m², sala, varanda, lado da sombra e ventilação, 2 quartos sendo 1 suite, piso porcelanato, móveis projetados n...|R$ 265.000|73 m²|3|2|2|Rua Alberto Maranhão, Tirol
Apto à venda no Residencial Ana Beatriz. Próximo a churrascaria do Arnaldo, corpo de Bombeiros e Prudente de Morais. AMBIENTES: 96m² com 3 quartos sendo 1 suite com varanda, ; Sal...|R$ 440.000|109 m²|3|3|1|Rua Agostinho Almeida, Lagoa Nova
VENDO LINDO APARTAMENTO NO GOLDEN GREEN NO GOLDEN GREEN EM CANDELÁRIA. IMOVEL COM 123M DIVIDIDOS EM 03 SUÍTE, SALA PARA 02 AMBIENTES WC SOCIAL, COZINHA COM AREA DE SERVIÇO E DEPEND...|R$ 390.000|94 m²|3|2|1|Rua Francisco Simplício, Ponta Negra
O apartamento está localizado no bairro Lagoa Nova com 87 metros quadrados com 3 quartos sendo 1 suíte, 1 banheiro social, dependencia completa, cozinha , sala de jantar , sala de...|R$ 225.000|55 m²|2|2|2|Rua das Perdizes, Pitimbu
Melhor vista de Natal, Frente ao Morro do Careca, acesso a poucos metros da praia em uma localizaçõa previlegiada, pertinho de shopping, lojas, tabém dos melhores bares e restauran...|R$ 913.026|130 m²|3|4|2|Rua Francisco Maia Sobrinho, Lagoa Nova
Apartamento disponível para venda no condomínio Alameda Capim Macio, bairro Capim Macio . 60m2, 02 quartos (01 suíte), 01 vaga de garagem . Mobiliado; Andar alto; Aceita financiam...|R$ 400.000|96 m²|3|3|2|Rua Guilherme Tinoco, Barro Vermelho
Excelente apartamento com vista pro mar localizado no bairro de Ponta Negra com área de 60m², todo reformado em alto padrão, piso durafloor laminado e em porcelanato (cozinha e wc)...|R$ 165.000|73 m²|3|2|1|Rua Walter Duarte Pereira, Capim Macio
O apartamento no bairro Barro Vermelho tem 110 metros quadrados com 3 quartos sendo 2 suites e 3 banheiros|R$ 280.000|58 m²|2|2|2|Ponta Negra, Natal
Excelente apartamento, localizado Próximo do Quartel 16ri , bem ventilado, organizado, área nobre, sala para 2 ambientes, 2 quartos, wc social, cozinha, área de serviço, dependênci...|R$ 380.000|96 m²|3|3|2|Rua Rita Pereira de Macedo, Barro Vermelho
Serrambi 2, um lance de escada a venda em Nova Parnamirim. Apartamento ventilado, com alguns móveis, próximo ao Favorito da Ayrton Senna, escolas, bancos, galerias, academias, salã...|R$ 650.000|123 m²|3|4|1|Rua Jaguarari, Candelária
A localização é ideal para quem não abre mão de morar perto de tudo e de estar num dos melhores bairros de Natal. O apartamento tem 3 suítes amplas e arejadas, tem móveis planejado...|R$ 480.000|87 m²|3|3|3|Rua Anísio de Souza, Lagoa Nova
Residencial Wilson Cunha Qualidade de vida em cada detalhe é aproveitar o que a cidade de Natal tem para oferecer. O ar puro e a iluminação natural características da nossa capita...|R$ 449.990|56 m²|2|2|1|Ponta Negra, Natal
Apartamento de 97 m² em Petrópolis, com 3 quartos sendo 1 suíte, sala para dois ambientes, varanda, banheiro social, área de serviço, dependência completa e 2 vagas cobertas na gar...|R$ 370.000|60 m²|2|2|2|Rua Aldo de Melo Freire, Capim Macio
TERRAMARIS - CÓDIGO AV-6026 TERRAMARIS Vende-se partamento em condominio club em Ponta Negra localizado na rota do Sol com 101m² privativos,sala de estar/jantar,varanda com bancad...|R$ 429.000|60 m²|1|2|2|Ponta Negra, Natal
Ótimo Apartamento, Amplo, confortável, em uma excelente localização, próximo ao arena das dunas, com varanda, sala para 2 ambientes, 3 quartos com varanda sendo 1 suíte, wc social,...|R$ 698.000|110 m²|3|3|2|Rua Doutor Múcio Galvão, Barro Vermelho
Apartamento em Candelária/RN de 72m². 3 quartos CÓDIGO DO IMÓVEL: AP959893 Entre em contato preenchendo o formulário e informe sempre um telefone para receber todas as informações...|R$ 150.000|72 m²|2|2|1|Tirol, Natal
