property_describe|price|area|room|bath|garage|address
Apartamento em Capim Macio/RN de 154m². 2 quartos CÓDIGO DO IMÓVEL: AP1353766 Entre em contato preenchendo o formulário e informe sempre um telefone para receber todas as informaç...|R$ 135.000|50 m²|2|1|2|Rua Desportista Jeremias Pinheiro da Câmara Filho, Ponta Negra
Apartamento com 3 dormitórios; 1 suítes e 2 semi suítes; sala; varanda; 4 banheiros; 2 vagas de garagem cobertas.|R$ 600.000|137 m²|3|5|1|Rua Doutor Múcio Galvão, Barro Vermelho
Apartamento disponível para venda no Condomínio Smile Village Lagoa Nova, . 83m2, 03 quartos (01 suíte), 02 vagas de garagem . Projetados nos ambientes; Andar intermediário; Aceit...|R$ 657.163|115 m²|3|2|1|Rua Deputado Clóvis Motta, Lagoa Nova
Apartamento para Venda, Condomínio Villaggio Di Roma no bairro de Lagoa Nova. Com 3 dormitórios (sem suítes), possui 1 banheiro, 2 vagas de garagem e sala para 2 ambientes, cozin...|R$ 551.991|97 m²|3|3|1|Rua Trairi, Petrópolis
APARTAMENTO NO RESIDENCIAL NOVA AMSTERDÃ 2 suítes sala para 2 ambientes cozinha área de serviço varanda 1 vaga de garagem 55,99m² salão de festas churrasqueira banheiro Quanto...|R$ 580.000|101 m²|3|1|1|Rua Professora Dirce Coutinho, Ponta Negra
Apartamento de 97,00 m², andar alto, tela de segurança, cozinha planejada com mesa, 3 quartos sendo 1 suíte, sala, dependência, banheiro social, área de serviço e 2 vagas de garage...|R$ 460.000|98 m²|3|3|2|Lagoa Nova, Natal
Apartamento com 3 quartos sendo 1 suíte, sala para 2 ambientes, varanda, área de serviço e banheiro da dependência. Tudo isso em condomínio completo, com diversos ambientes para se...|R$ 130.000|72 m²|3|2|2|Avenida Governador Tarcísio de Vasconcelos Maia, Candelária
Apartamento no Belíssimo Ahead Ponta Negra, localização privilegiada📍 Dois quartos sendo uma suíte. Com móveis projetados. Terceiro andar. R$450 mil, aceita financiamento....|R$ 170.000|75 m²|2|2|2|Rua José Seabra, Capim Macio
Vende-se Excelente Apartamento em Candelária, com ótima localização de Natal, próximo a posto de gasolina, supermercado, hipermercado ,farmácia, Shopping , praias e muito mais. O A...|R$ 480.000|95 m²|3|4|1|Rocas, Natal
CONDOMINIO MEMPHIS - AV-8128 APARTAMENTO A VENDA NO BARRO VERMELHO COM DOIS QUARTOS SENDO UMA SUÍTE , SALA ,COZINHA ,BANHEIRO SOCIAL , VARANDA E UMA VAGA DE GARAGEM INDIVIDUAL . PO...|R$ 410.000|83 m²|3|2|2|Avenida Capitão-mor Gouveia, Cidade da Esperança
Gran Parc Petrópolis - Código: AV-5500 - Gran Parc Petrópolis Vende-se apartamento em Petrópolis de 103 metros, vizinho a escola , padaria, clinicas com sala ampla para 2 ambientes...|R$ 210.000|69 m²|3|1|1|Lagoa Nova, Natal
ED. BRASIL COLÔNIA. Terreno de 1800m2. Com 3 suítes sendo a máster com hidromassagem. Piso todo em granito, alto padrão de acabamento, metais Deca, andar alto, rico em armários, co...|R$ 271.000|56 m²|2|1|1|Ribeira, Natal
Vendo apartamento Lagoa Nova, sendo 3 quarto com uma suíte, cozinha americana, varanda, sala para dois ambientes. Área de lazer completa. 2 vagas de garagem. Agende sua visita:...|R$ 570.000|97 m²|3|3|2|Alameda das Mansões, Candelária
Apto à venda no Residencial Nizário Gurgel. Próximo ao Hospital da Policia, Cidade da Criança e Nordestão Tirol. AMBIENTES: 54m² com 2 quartos, sendo 1 suíte; Sala para dois ambie...|R$ 557.593|79 m²|3|3|2|Avenida Deputado Antônio Florêncio de Queiroz, Ponta Negra
Todo Reformado em alto padrão, Piso de madeira e Porcelanato, rodapé em madeira, revestimentos em pastilha de vidro e tijolinho, todas as bancadas em Nanoglass Super White. Além d...|R$ 450.000|55 m²|2|2|2|Avenida Engenheiro Roberto Freire, Ponta Negra
Excelente apartamento, com localização privilegiada (próximo de restaurantes, farmácias, padarias, escolas, arena das dunas) lado sombra e bastante ventilado. O APARTAMENTO -...|R$ 550.000|115 m²|3|2|1|Rua Jaguarari, Candelária
Apartamento em Pitimbu/RN de 60m². 2 quartos CÓDIGO DO IMÓVEL: AP1422854 Entre em contato preenchendo o formulário e informe sempre um telefone para receber todas as informações d...|R$ 160.000|78 m²|2|1|2|Barro Vermelho, Natal
Apartamento para venda no bairro de Nossa Senhora de Nazaré, Natal/RN, o Green Life com 02 quartos, sendo 01 suíte, 01 banheiro e 01 vaga de garagem. GREEN LIFE - 2/4 (III Fase...|R$ 550.000|103 m²|3|1|1|Travessa João XXIII, Petrópolis
Código: 11680 - Apartamento no Residencial Ágape bairro Planalto, 61 m², salas, 2 quartos sendo 1 suíte, wc social, cozinha e área de serviço. Condomínio com piscina, deck com chur...|R$ 649.000|120 m²|3|4|1|Avenida Amintas Barros, Lagoa Nova
Excelente apartamento 3/4 sendo 1 suíte em Lagoa Nova, com 70 m² , wc social, varanda, sala de estar/jantar, cozinha com armários , área de serviço, 1 vaga de garagem coberta, lado...|R$ 379.990|77 m²|3|2|2|Lagoa Nova, Natal
Vendo Apartamento 3 quartos, sendo um suíte, sala para 3 ambientes, cozinha com armários, área de serviço espaçosa, dependência completa. Este apartamento é um por andar. Aceita F...|R$ 230.000|54 m²|2|2|1|Rua Doutor Nizário Gurgel, Tirol
O apartamento no bairro Alecrim tem 80 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros Possui academia, espaço gourmet, parquinho infantil, salão de festas, balcão exter...|R$ 429.000|60 m²|2|2|2|Ponta Negra, Natal
Apartamento para venda em Petrópolis Natal/RN, o Residencial Palazzo Cristal com 03 quartos, sendo 01 suíte, com 02 banheiros e 02 vagas de garagem. Palazzo Cristal - 98, 24 m²...|R$ 330.000|136 m²|4|3|2|Rua São José, Candelária
Apartamento com 2 quartos sendo 1 suíte, banheiro social sala para 2 ambientes, cozinha e área de serviço. Excelente localização. Sombra e ventilação predominante. Aceita financiam...|R$ 120.000|60 m²|2|2|2|Avenida dos Caiapós, Pitimbu
Com uma excelente localização no bairro do Tirol, próximo a tudo que você precisa, o Residencial Nabor Maia foi projetado para satisfação do seu futuro morador. O residencail ofe...|R$ 299.132|54 m²|2|2|2|Avenida Capitão-mor Gouveia, Nossa Senhora de Nazaré
Apartamento disponível para venda no Edifício MADONNA BIANCA, Tirol, . 70m2, 02 quartos (01 suíte), 01 vaga de garagem . Aceita financiamento bancário; Andar baixo . Informações e...|R$ 115.000|61 m²|2|1|1|Planalto, Natal
Excelente apartamento com 2 quartos, sendo 1 suíte.|R$ 270.000|70 m²|3|2|2|Rua Demócrito de Souza Paiva, Lagoa Nova
Apartamento à venda no Quartier Lagoa Nova, 100% projetado, com acabamento requintado. O apartamento que você e sua família merece. São 119m² bem divididos, com 3 suítes, uma sal...|R$ 359.990|104 m²|3|3|2|Tirol, Natal
excelente apartamento bem conservado na melhor localização de capim Macio , próximo de restaurantes , bancos , faculdades , farmácias , parada de ônibus , posto de Gasolina e shopp...|R$ 430.000|80 m²|3|2|1|Rua dos Tororós, Alecrim
Apartamento localizado no coração de Capim Macio, com 3 dormitórios, amplas salas, cozinha e área de serviço, lavabo, despensa. Com todas as facilidades no entorno do condomínio. Á...|R$ 556.798|98 m²|3|2|2|Rua Doutor Renato Dantas, Petrópolis
Apartamento com 2 dormitórios sendo 1 suíte, área de serviço, churrasqueira, piscina, portão eletrônico, sala jantar/estar, salão de festas.|R$ 250.000|55 m²|2|2|1|Tirol, Natal
Imagine-se em sua ampla varanda gourmet integrada a sala e a cozinha e por cima no seu apartamento novinho em folha recebendo seus amigos observados por uma lida Lua, e pela manhã...|R$ 285.000|55 m²|2|2|2|Avenida Governador Juvenal Lamartine, Tirol
CONDOMÍNIO RESIDENCIAL METRÓPOLIS Excelente apartamento localizado no coração de candelária, todo mobiliado e decorado, próximo à supermercados, escolas, clínicas, shoppings, prai...|R$ 250.000|70 m²|2|2|2|Avenida Governador Juvenal Lamartine, Tirol
Apartamentos em Cidade Satélite: . Nova Amsterdã: Entrega em setembro de 2022; . Torres dos Potiguaras: Entrega em setembro de 2023. A partir de R$ 167.900,00 . Entrada de Natal;...|R$ 235.000|55 m²|2|1|1|Pitimbu, Natal
Apartamento com 03 quartos sendo 02 suítes, sala de estar/jantar, lavabo, cozinha, área de serviço, 02 vagas de garagem cobertas, 112m2 de área construída, ligue e agende uma visit...|R$ 720.000|119 m²|3|5|2|Rua Morais Navarro, Lagoa Nova
GRANDE OPORTUNIDADE no bairro de Cândelaria . Excelente apartamento de 2 quartos sendo uma Suíte, super ventilados; Sala para dois ambientes e uma ótima varanda para você descansar...|R$ 620.000|140 m²|3|4|1|Rua Pastor Gabino Brelaz, Capim Macio
EXCELENTE APARTAMENTO EM CANDELÁRIA, PRÓXIMO AO NATAL SHOPPING Este imóvel de 57 m² possui 2 quartos, sendo uma suíte, WC social, cozinha com área de serviço e sala com varanda. (...|R$ 300.000|102 m²|3|3|2|Capim Macio, Natal
Apartamento com 82, 34m² de área, disponível para venda no Condomínio Les Amis Lagoa Nova, no bairro Lagoa Nova em Natal/RN. O apartamento com 82, 34m² está disponível em dua...|R$ 99.000|59 m²|2|1|1|Planalto, Natal
Ao nos fazer contato, favor informar o código AP2180. Apartamento com 68,31m² de área construída, 2 quartos sendo um suíte, banheiro social, sala de estar e jantar, cozinha com ár...|R$ 379.000|83 m²|3|2|1|Rua Maria Nazaré de Araújo, Capim Macio
Já imaginou morar na melhor localização em Natal-RN? Onde estão localizados os melhores serviços, próximo a supermercados, restaurantes, bares, pizzarias, lanchonetes, academias. p...|R$ 286.000|49 m²|2|2|2|Alameda das Mansões, Candelária
VILLAGIO DE MILANO - AV-8611 OPORTUNIDADE EM LAGOA NOVA NAS PROXIMIDADES DA RUI BARBOSA. ANDAR ALTO COM TRÊS QUARTOS SENDO UMA SUÍTE , SALA AMPLA , VARANDA ,COZINHA , ÁREA DE SERVI...|R$ 175.000|48 m²|2|1|2|Avenida dos Caiapós, Pitimbu
Apto à venda no Residencial Corina Lúcia. Próximo ao Moura´s Petiscaria, Farmácia e Mercados AMBIENTES: 57m² com 2 quartos com 1 suite; Sala para dois ambientes; Cozinha e área de...|R$ 770.000|112 m²|3|3|2|Rua Jaguarari, Lagoa Nova
Condomínio Club Paradise Village Excelente Localização em Capim Macio Infraestrutura e Lazer Completo Financie pelo banco de sua preferência A partir de R$ 319.000,00 (Valor Pro...|R$ 220.000|54 m²|2|2|1|Rua Ministro Mirabeau da Cunha Melo, Candelária
O apartamento está localizado no bairro Candelária tem 98 metros quadrados com 2 quartos sendo 1 suite e 3 banheiros|R$ 240.000|57 m²|2|1|1|Candelária, Natal
Imagine-se morando neste maravilhoso apartamento reformado, com 3/4, 02 suítes, sendo 01 suíte master com closet e hidromassagem; 03 banheiros; vista oceânica para o mar de Ponta N...|R$ 547.000|82 m²|3|2|1|Rua José Claudino Leite, Lagoa Nova
O empreendimento possui 05 (cinco) blocos, área de lazer completa com piscina, espaço gourmet com churrasqueira, área de convivência, guarita e 07 vagas para visitantes. Os aparta...|R$ 419.006|68 m²|2|2|1|Tirol, Natal
Apartamento à venda no Residencial Ana Beatriz. Próximo ao Midway Mall, Colégio Marista e Corpo de Bombeiros Militar. Confira mais informações abaixo: AMBIENTES: 96 m² com 3 quart...|R$ 200.000|98 m²|2|1|2|Pitimbu, Natal
Composto por 01 torre com 23 pavimentos, sendo 02 apartamentos por andar entre o 3º e 22º pavimento, espaço gourmet com churrasqueira, piscina, lobby e salão de festas/reuinões com...|R$ 290.000|80 m²|3|1|1|Lagoa Nova, Natal
Apartamento localizado no Condomínio Residencial Cabugi, na Rua Raiumundo Chaves,2189 - Candelária, próximo a bancos, escolas, a menos de 1km do Natal Shopping, tambémperto do Cent...|R$ 126.000|57 m²|2|2|3|Rua Engenheiro João Hélio Alves Rocha, Planalto
O apartamento está localizado no bairro Neópolis com 92 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros Possui área de fitness, espaço gourmet, jardim, playground, espaç...|R$ 319.000|55 m²|2|2|1|Capim Macio, Natal
Apartamento à venda com 2 quartos sendo uma suíte, banheiro social, sala para dois ambientes, cozinha, área de serviço. Excelente localização às margens da BR, próximo a grandes su...|R$ 670.000|98 m²|2|3|1|Rua Desembargador Túlio Bezerra de Melo, Candelária
Excelente Apartamento no Vilagio De Roma|R$ 960.000|110 m²|3|3|2|Avenida Engenheiro Roberto Freire, Ponta Negra
PRÉ-LANÇAMENTO Trazendo para vocês hoje um empreendimento espetacular que estamos lançando, o COSMOPOLITAN no Bairro do TIROL, localizado na Av. ALEXANDRINO DE ALENCAR a 100mts da...|R$ 126.000|78 m²|2|2|2|Planalto, Natal
No condomínio mais moderno do bairro de ponta negra, o apartamento possui 3 quartos sendo 2 deles suítes, sala para 2 ambientes, varanda ampla integrada com a cozinha, área de serv...|R$ 350.000|96 m²|3|3|2|Rua Rita Pereira de Macedo, Barro Vermelho
O apartamento no bairro Tirol tem 78 metros quadrados de área privativa com 3 quartos sendo 1 suite e 2 banheiros. Fica em um condomínio fechado.|R$ 278.900|55 m²|2|1|1|Avenida Governador Juvenal Lamartine, Tirol
Ao nos fazer contato, favor informar o código AP2076. *Não conseguimos responder e-mails nem chat dos portais, sendo assim, agilize seu atendimento nos chamando no WhatsApp. Apar...|R$ 390.000|150 m²|3|2|2|Rua Coronel Miguel Arcanjo Galvão, Lagoa Nova
Apartamento com 3 quartos sendo 1 suíte, todos com guarda-roupas e móveis projetados. Sala ampla para 2 ambientes (imóvel lado sombra) Cozinha privativa com armários, bancada em gr...|R$ 449.997|92 m²|2|2|3|Rua Lúcia Viveiros, Neópolis
Localizado no Bairro do Tirol próximo a diversos serviços , tais como: escola, faculdade, farmácia, hospital, banco, etc. O Edifício é torre única, com 02 apartamentos por andar....|R$ 310.000|64 m²|2|2|1|Neópolis, Natal
Recebendo o ar puro que vem do mar e vizinho ao Parque das Dunas, o Edifício Francisco Cabral está localizado na Rua Capitão Abdon Nunes, área nobre do bairro de Tirol. Os apartam...|R$ 240.000|73 m²|3|1|2|Lagoa Nova, Natal
Ótimo Apartamento com 2/4, sendo um suíte, sala para 2 ambientes, cozinha planejada, wc social, área de serviço, 1 vaga de garagem. Área de lazer com: O condomínio oferece: - Depós...|R$ 358.388|55 m²|2|2|2|Avenida Almirante Alexandrino de Alencar, Tirol
Já se imaginou morando no coração de Capim Macio, com a comodidade de ter tudo o que precisa no seu entorno? Excelente apartamento a venda, possuindo 2 quartos sendo uma suíte, ref...|R$ 590.000|101 m²|3|3|2|Avenida Deputado Antônio Florêncio de Queiroz, Ponta Negra
A Minha House Imóveis tem para você um apartamento de 2 quartos, sendo um suíte no Condomínio Serrambi IV. ⁣ Com localização exclusiva, fica em frente Supermercado Favorito da Ayr...|R$ 140.000|78 m²|3|2|1|Avenida Xavier da Silveira, Tirol
Código:AV-6049 vendo Excelente apartamento no Condomínio Verano Ponta Negra, com 60m², mobiliado, andar alto, 2 quartos, sendo 1 suíte, sala, cozinha, banheiro social, uma vaga de...|R$ 300.000|55 m²|2|2|1|Tirol, Natal
Vendo apartamento em ótima localização, próximo ao Arena das Dunas. O imóvel conta com quatro quartos, sendo dois suítes, sala para dois ambientes, lavabo, cozinha, área de serviço...|R$ 370.000|89 m²|3|3|1|Rua Professora Dirce Coutinho, Capim Macio
Apartamento disponível para venda no condomínio Luau de Ponta Negra, Ponta Negra, Natal/ RN . 55m2, 02 quartos (01 suíte), 01 vaga de garagem . Andar muito alto; Aceita financiame...|R$ 850.000|180 m²|3|5|2|Petrópolis, Natal
O apartamento no bairro Lagoa Nova possui 127 metros quadrados com 3 quartos sendo 3 suites e 4 banheiros Possui área de fitness, espaço gourmet, área verde de jardim, parquinho co...|R$ 679.105|88 m²|3|2|2|Rua Capitão Abdon Nunes, Tirol
Apto à venda no Residencial Integração. Próximo ao Parque da Cidade e ao Natal Shopping. Agende sua visita. AMBIENTES: 75 m² com 3 quartos, sendo 1 suíte; Sala para dois ambientes...|R$ 330.000|64 m²|2|1|1|Rua Lúcia Viveiros, Neópolis
Lindo apartamento, com excelente localização em uma área nobre de Natal, próximo ao Lógico Cursos Aliados, ventilado, , varanda, sala para 2 ambientes, 3 quartos sendo 1 suíte, wc...|R$ 350.000|55 m²|2|2|1|Rua Aldo de Melo Freire, Capim Macio
O Empreendimento: O Residencial Alvorada é mais um empreendimento da Atlantis Construtora em Natal composto de 2 Torres de 20 pavimentos. preços que cabe no seu bolso à vista ou fi...|R$ 125.000|55 m²|2|2|2|Rua Minas Novas, Neópolis
Imóvel do lado da sombra com vista panorâmica para o Parque das Dunnas e Petrópolis. Possui 3 quartos, um deles sendo uma suíte máster, salas de estar e jantar, cozinha e dependênc...|R$ 250.000|60 m²|2|1|1|Ponta Negra, Natal
O Sun River localizado na charmosa Ribeira, vizinho ao charme de petrópolis, apartamentos com 3/4 sendo um deles suíte, com 75m², próximo de tudo que você precisa para viver bem, e...|R$ 350.000|135 m²|4|3|2|Rua São José, Lagoa Nova
O apartamento está localizado no bairro Santos Reis possui 56 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros Possui espaço para festas, área de brinquedo para as crianç...|R$ 350.000|55 m²|2|2|1|Rua Tenente Olavo Francisco dos Santos, Ponta Negra
O apartamento no bairro Lagoa Nova tem 219 metros quadrados com 4 quartos sendo 4 suites e 6 banheiros Possui espaço gourmet, playground, salão para festas e eventos. Vai lhe possi...|R$ 820.000|127 m²|3|4|1|Rua Padre João Damasceno, Lagoa Nova
Apartamento no Mirador Rosária Carriço, todo projetado com armários, sendo 03 suítes, a master com closet, 127 m de área útil, sala para 02 ambientes, varanda, cozinha, wc social,...|R$ 150.000|75 m²|3|2|1|Avenida Governador Tarcísio de Vasconcelos Maia, Candelária
